"","n.var","range.average","cons.average","n.monom","i.density","a.mod","coeff.average","diff.quadratic","diff.linear","range.var","density.var","coeff.var","i.tree","a.density","n.linear","average.perc","n.vardegree","diff.monom","density","i.transit","a.tree","monom.div","cons.var","perc.one","n.linear.1","quad.monom","monom.cons","degree","i.mod","n.constr","range.q50","perc.two","n.quadratic","n.varcons"
"29",3.3322045101752,0.721665219481178,0.794117647058823,7.78613643778307,1,0.165008960674007,1.62394783667893,0.935483870967742,0.0645161290322581,-1.37851750480648,-7.48811356849042,2.10582754228513,3.29583690304137,-3.12121551529657,0.75,3.23752442320724,2.63905732961526,3.23983119004419,1,1,2.83321334405622,0.157041960947237,-4.08365816120671,0,0.75,0.842958039052763,4.95292309372686,0.693147180559945,0,2.77258878473978,0.685619417917364,1,0.25,0.498991166118988
"30",3.3322045101752,0.733226041882254,0.997899159663866,7.82564473221999,1,0.215251444334432,1.60925658609132,0.935483870967742,0.0645161290322581,-2.06314899947401,-7.48811356849042,2.12626883596283,3.29583690304137,-3.09398485458994,0.75,3.23752442320724,2.63905732961526,3.23983119004419,1,1,2.83321334405622,0.189696485623003,-7.24142384099075,0,0.75,0.810303514376997,4.99243138816377,0.693147180559945,0,2.77258878473978,0.732368374482342,1,0.25,0.498991166118988
"32",2.77258872223978,0.686248438868789,1,5.17614973257383,0.141666666666667,0.143062338408503,1.61480203086542,0.0384615384615385,0.615384615384615,-1.50238183505383,-4.69178945931007,2.17056007622877,0.69314768055982,-1.14179697057835,0.375,1.06087230683905,1.67397643357167,1.06087196068526,0.0268595,0.384615384615385,2.19722457733622,0.813559322033898,-9.97625532745455,0.6875,0.375,0.0338983050847458,2.97892515523761,1.09861228866811,0.41522491349481,2.07944166667983,0.720276334566084,0.3125,0.375,0.575364144903562
"33",2.77258872223978,0.619567914770225,1,5.75257263882563,0.516666666666667,0.261904761904762,1.62576110415308,0.140625,0.25,-1.83506005374958,-5.01854446613481,2.13128938167004,2.07944166667983,-1.91149013907274,0.375,1.96165864664844,1.67397643357167,1.96165850602345,0.0661157,0.556768558951965,2.19722457733622,0.457142857142857,-9.97625532745455,0.375,0.375,0.171428571428571,3.55534806148941,1.09861228866811,0.136836628511967,2.07944166667983,0.690644551594834,0.5625,0.375,0.575364144903562
"34",2.77258872223978,0.709574018245479,1,6.14846829591765,0.85,0.285975509533202,1.59560333826383,0.117117117117117,0.144144144144144,-2.0114296845635,-5.12129054957537,2.17665966560715,2.48490673312133,-2.38526552504961,0.375,2.51230570505719,1.67397643357167,2.51230562397611,0.114669,0.849382716049383,2.19722457733622,0.307692307692308,-9.97625532745455,0.125,0.375,0.166666666666667,3.95124371858143,1.09861228866811,0.0199923106497501,2.07944166667983,0.705570194385541,0.8125,0.375,0.575364144903562
"35",2.77258872223978,0.547037005728563,1,7.49331724886215,1,0.227683487433098,1.59705420014577,0.152439024390244,0.032520325203252,-2.22312178390869,-6.03621968598833,2.11665074853589,2.70805026776887,-3.45886880580498,0.375,3.99921956878824,1.67397643357167,4.00125413915609,0.508264,1,2.19722457733622,0.0801781737193764,-9.97625532745455,0,0.375,0.250556792873051,5.29609267152593,1.09861228866811,0,2.07944166667983,0.579418975455535,0.4375,0.375,0.575364144903562
"36",2.77258872223978,0.749645654465208,1,8.13358741766097,1,0.203538890605669,1.60571393389948,0.140495867768595,0.0165289256198347,-2.22267162444076,-7.48811356849042,2.1227730372733,2.70805026776887,-3.89893327421323,0.375,4.67697392742421,1.67397643357167,4.67800750994036,1,1,2.19722457733622,0.042265923099501,-9.97625532745455,0,0.375,0.239506897563839,5.93636284032475,1.09861228866811,0,2.07944166667983,0.717840280955076,0,0.375,0.575364144903562
"38",2.77258872223978,0.66526197707041,1,5.40717177146012,0.1,0.0795913853083715,1.55795578737989,0,0.761904761904762,-1.29170807963037,-4.69145905363347,2.16628438292653,0.69314768055982,-0.881273286532818,0.833333333333333,0.479573699309314,1.67397643357167,0.479573080261886,0.0216942,0.545454545454545,2.56494935746154,0.932735426008969,-9.97625532745455,0.9375,0.833333333333333,0,2.84222241399858,1.09861228866811,0.458333333333333,2.48490673312133,0.662688488539021,0.0625,0,0.207639364778245
"39",2.77258872223978,0.65232518603969,0.846153846153846,5.34233425196481,0.191666666666667,0.150855062841968,1.61391590950017,0.0384615384615385,0.615384615384615,-2.02423896516931,-4.84461920594739,2.12446354811726,1.38629461111986,-1.18884567595433,0.583333333333333,0.69314768055982,1.67397643357167,0.693147180559945,0.0268595,0.485294117647059,2.83321334405622,0.842105263157895,-4.57797400504697,0.875,0.583333333333333,0.0287081339712919,2.77738489450327,1.09861228866811,0.341209829867675,2.48490673312133,0.59332739776377,0.125,0.25,0.207639364778245
"40",2.77258872223978,0.575559438332559,1,5.4971682252932,0.166666666666667,0.136757592045149,1.58378377215033,0.0769230769230769,0.615384615384615,-1.37009068594982,-4.38196600348008,2.02913329763378,1.09861262200139,-1.05135742672305,0.583333333333333,0.69314768055982,1.67397643357167,0.693147180559945,0.0268595,0.369230769230769,2.56494935746154,0.852459016393443,-9.97625532745455,0.875,0.583333333333333,0.0491803278688525,2.93221886783166,1.09861228866811,0.26,2.48490673312133,0.51282422523088,0.125,0.25,0.207639364778245
"41",2.77258872223978,0.74461233517868,0.846153846153846,5.8406416573734,0.575,0.290680773391022,1.6050795915269,0.125,0.25,-1.67571705869212,-4.66826244015991,2.00136333454764,2.07944166667983,-1.92712157716881,0.583333333333333,1.59393392902311,1.67397643357167,1.59393372589814,0.0661157,0.634315424610052,2.83321334405622,0.511627906976744,-4.38299387325154,0.625,0.583333333333333,0.13953488372093,3.27569229991186,1.09861228866811,0.122558286074354,2.48490673312133,0.756122449204792,0.375,0.25,0.207639364778245
"42",2.77258872223978,0.749645654465208,1,5.91350300563827,0.633333333333333,0.311745799853908,1.60926492449958,0.09375,0.25,-1.5035205518432,-4.65898651149921,2.0921483038711,2.30258519299404,-1.86808668963615,0.583333333333333,1.59393392902311,1.67397643357167,1.59393372589814,0.0661157,0.633431085043988,2.56494935746154,0.562162162162162,-9.97625532745455,0.5,0.583333333333333,0.0972972972972973,3.34855364817673,1.09861228866811,0.0702908587257618,2.48490673312133,0.746688421421512,0.5,0.25,0.207639364778245
"43",2.77258872223978,0.618558323568873,0.846153846153846,6.19031540585315,0.875,0.324037137194303,1.58447733361612,0.0810810810810811,0.144144144144144,-1.66010333379974,-4.90205869904753,2.1760702019317,2.56494943438461,-2.40352169074222,0.583333333333333,2.14458096096791,1.67397643357167,2.1445808438508,0.114669,0.870514820592824,2.89037175789616,0.360655737704918,-5.00341143738908,0.125,0.583333333333333,0.110655737704918,3.62536604839161,1.09861228866811,0.0237641723356009,2.48490673312133,0.590561145801311,0.75,0.25,0.207639364778245
"44",2.77258872223978,0.719363022690838,1,6.26530121273771,0.833333333333333,0.339716852925444,1.58779473304504,0.0990990990990991,0.144144144144144,-1.33085744672871,-4.91425840890894,2.09920842079026,2.39789536370746,-2.34634478026888,0.583333333333333,2.14458096096791,1.67397643357167,2.1445808438508,0.114669,0.844709897610922,2.56494935746154,0.395437262357414,-9.97625532745455,0.1875,0.583333333333333,0.125475285171103,3.70035185527617,1.09861228866811,0.04155,2.48490673312133,0.705570194385541,0.8125,0.25,0.207639364778245
"45",2.77258872223978,0.724827517162917,0.846153846153846,7.50108212425987,1,0.239579835780349,1.62354893176808,0.140243902439024,0.032520325203252,-1.50429479540564,-6.09214210776153,2.11230858919138,2.70805026776887,-3.46420133064275,0.583333333333333,3.63149479680956,1.67397643357167,3.63352935903077,0.508264,1,2.70805020110221,0.0972375690607735,-4.57797400504697,0,0.583333333333333,0.228729281767956,4.93613276679833,1.09861228866811,0,2.48490673312133,0.734769334866957,0.5625,0.25,0.207639364778245
"46",2.77258872223978,0.754359864727934,1,7.51207124583547,1,0.25238003523545,1.62919553711048,0.132113821138211,0.032520325203252,-1.87254011577819,-5.70182265142891,2.14096193382741,2.70805026776887,-3.45701511423853,0.583333333333333,3.63149479680956,1.67397643357167,3.63352935903077,0.508264,1,2.56494935746154,0.113661202185792,-9.97625532745455,0,0.583333333333333,0.213114754098361,4.94712188837393,1.09861228866811,0,2.48490673312133,0.765468307255742,0.375,0.25,0.207639364778245
"47",2.77258872223978,0.676445988836534,0.846153846153846,8.14293601043227,1,0.213010520836671,1.60320041296464,0.140495867768595,0.0165289256198347,-1.70310456856367,-7.48811356849042,2.12598943820345,2.70805026776887,-3.89821769914884,0.583333333333333,4.3092491514354,1.67397643357167,4.31028272981504,1,1,2.77258872223978,0.0511776679267229,-4.69635980063586,0,0.583333333333333,0.237278278569352,5.57798665297073,1.09861228866811,0,2.48490673312133,0.678034050363981,0,0.25,0.207639364778245
"48",2.77258872223978,0.695955732881984,1,8.15219801586179,1,0.222099876650098,1.61257731814627,0.140495867768595,0.0165289256198347,-2.04607962446953,-7.48811356849042,2.11820428438671,2.70805026776887,-3.89256360706143,0.583333333333333,4.3092491514354,1.67397643357167,4.31028272981504,1,1,2.56494935746154,0.0599250936329588,-9.97625532745455,0,0.583333333333333,0.235090751944685,5.58724865840025,1.09861228866811,0,2.48490673312133,0.667829885396037,0,0.25,0.207639364778245
"49",2.77258872223978,0.78047100873162,0.764705882352941,5.40717177146012,0.108333333333333,0.10597438114581,1.61284018986769,0,0.761904761904762,-2.46626940717119,-4.69145905363347,2.17370493538192,0.69314768055982,-1.08472069184945,0.875,0.211309903190689,1.67397643357167,0.211309093667207,0.0216942,0.428571428571429,2.89037175789616,0.932735426008969,-4.51422916209354,0.9375,0.875,0,2.5739584274039,1.09861228866811,0.355029585798817,2.77258878473978,0.779325335516489,0.0625,0,-0.0606246218164349
"50",2.77258872223978,0.676128175390351,1,5.66988092298052,0.1,0.0662009512485137,1.64683335336404,0.0476190476190476,0.761904761904762,-1.35273322293386,-4.90769772109521,2.05890295749283,0.69314768055982,-0.847404538023106,0.6875,0.211309903190689,1.67397643357167,0.211309093667207,0.0216942,0.666666666666667,3.04452243772342,0.937931034482759,-9.97625532745455,1,0.6875,0.0206896551724138,2.8366675789243,1.09861228866811,0.569444444444444,2.77258878473978,0.74193782091974,0,0.1875,-0.0606246218164349
"51",2.77258872223978,0.570979546585738,0.764705882352941,5.48479693349065,0.158333333333333,0.153914360978633,1.62880923690426,0.0384615384615385,0.615384615384615,-2.20884280836188,-4.82344932299189,2.06179751310335,0.69314768055982,-1.2374011703535,0.6875,0.424883847811206,1.67397643357167,0.424883193965266,0.0268595,0.477272727272727,3.04452243772342,0.863070539419087,-4.30514691041723,0.75,0.6875,0.024896265560166,2.65158358943444,1.09861228866811,0.43213296398892,2.77258878473978,0.57098011155733,0.1875,0.1875,-0.0606246218164349
"52",2.77258872223978,0.720579937961184,1,5.71042701737487,0.166666666666667,0.134730932853822,1.68351892112119,0,0.615384615384615,-1.67621582803367,-4.75596098608725,2.0401697561597,1.09861262200139,-1.03744323614829,0.875,0.424883847811206,1.67397643357167,0.424883193965266,0.0268595,0.526315789473684,2.89037175789616,0.900662251655629,-9.97625532745455,0.75,0.875,0,2.87721367331865,1.09861228866811,0.38375,2.77258878473978,0.767791187592727,0.1875,0,-0.0606246218164349
"53",2.77258872223978,0.656223826455347,0.764705882352941,5.92157841964382,0.533333333333333,0.314093395338139,1.57438565735194,0.109375,0.25,-2.01534561847428,-4.72720303742778,2.13832043600931,2.07944166667983,-1.94405704704463,0.6875,1.32567000492842,1.67397643357167,1.32566973930346,0.0661157,0.577639751552795,3.04452243772342,0.557640750670241,-4.51422916209354,0.3125,0.6875,0.112600536193029,3.0883650755876,1.09861228866811,0.1395263671875,2.77258878473978,0.67039070494615,0.6875,0.1875,-0.0606246218164349
"54",2.77258872223978,0.698756419324456,1,6.05208916892442,0.666666666666667,0.339296885813149,1.59060281692805,0.046875,0.25,-1.55117214896916,-4.83821731875975,2.05546222196496,2.30258519299404,-1.83822925083858,0.6875,1.32567000492842,1.67397643357167,1.32566973930346,0.0661157,0.685939553219448,3.04452243772342,0.64,-9.97625532745455,0.4375,0.6875,0.0423529411764706,3.2188758248682,1.09861228866811,0.065078125,2.77258878473978,0.628609192755565,0.5625,0.1875,-0.0606246218164349
"55",2.77258872223978,0.669750602753549,0.764705882352941,6.26530121273771,0.858333333333333,0.339716852925444,1.61255851357476,0.0990990990990991,0.144144144144144,-1.33961690333421,-4.86423249247213,2.08814278250567,2.48490673312133,-2.39498272465453,0.6875,1.87631701040926,1.67397643357167,1.87631685725612,0.114669,0.873295910184443,3.04452243772342,0.395437262357414,-4.51422916209354,0.0625,0.6875,0.125475285171103,3.43208786868149,1.09861228866811,0.0203600716372891,2.77258878473978,0.703098006462496,0.9375,0.1875,-0.0606246218164349
"56",2.77258872223978,0.802561966545812,1,6.39024066706535,0.8,0.377132505292554,1.60753677756281,0.117117117117117,0.144144144144144,-1.60041540461491,-5.2790967506807,2.10012869363372,2.48490673312133,-2.2993700075141,0.6875,1.87631701040926,1.67397643357167,1.87631685725612,0.114669,0.80093023255814,3.04452243772342,0.456375838926175,-9.97625532745455,0.25,0.6875,0.130872483221477,3.55702732300913,1.09861228866811,0.0364040798611111,2.77258878473978,0.850151356719946,0.6875,0.1875,-0.0606246218164349
"57",2.77258872223978,0.688134638736401,0.764705882352941,7.5234813125735,1,0.255625399677369,1.61325019344397,0.146341463414634,0.032520325203252,-1.55450317282985,-6.0385015140517,2.09571286463076,2.70805026776887,-3.45988338797838,0.6875,3.36323081836152,1.67397643357167,3.36526537243609,0.508264,1,3.04452243772342,0.11237169097785,-4.17710692326847,0,0.6875,0.233387358184765,4.69026796851728,1.09861228866811,0,2.77258878473978,0.590561145801311,0.625,0.1875,-0.0606246218164349
"58",2.77258872223978,0.669430653942629,1,7.55118686729615,1,0.280315203281375,1.61291583013552,0.138211382113821,0.032520325203252,-1.65528684377263,-5.82013997725771,2.09259340667677,2.70805026776887,-3.4417385080181,0.6875,3.36323081836152,1.67397643357167,3.36526537243609,0.508264,1,3.04452243772342,0.142932212296374,-9.97625532745455,0,0.6875,0.214398318444561,4.71797352323993,1.09861228866811,0,2.77258878473978,0.690644551594834,0.375,0.1875,-0.0606246218164349
"59",2.77258872223978,0.730864360126722,0.764705882352941,8.15219801586179,1,0.222099876650098,1.60674630714125,0.140495867768595,0.0165289256198347,-2.50367467247215,-7.48811356849042,2.11389654550348,2.70805026776887,-3.89753456733755,0.6875,4.04098516897722,1.67397643357167,4.04201874322036,1,1,2.94443897916644,0.0599250936329588,-4.26023368221206,0,0.6875,0.235090751944685,5.31898467180557,1.09861228866811,0,2.77258878473978,0.732368374482342,0,0.1875,-0.0606246218164349
"60",2.77258872223978,0.619904218792228,1,8.17018565287964,1,0.239229616476886,1.61609145004142,0.140495867768595,0.0165289256198347,-1.69485419862137,-7.48811356849042,2.1423848130683,2.70805026776887,-3.88654779568521,0.6875,4.04098516897722,1.67397643357167,4.04201874322036,1,1,3.04452243772342,0.076966610073571,-9.97625532745455,0,0.6875,0.230899830220713,5.33697230882343,1.09861228866811,0,2.77258878473978,0.59332739776377,0,0.1875,-0.0606246218164349
"61",2.484906649788,0.739553553374101,1,4.64439089914137,0.333333333333333,0.146773298816568,1.56673112999599,0,0.571428571428571,-2.26676964671091,-3.98138902876487,2.22705418930023,1.60943811243408,-1.21070271791313,0.666666666666667,1.09861262200139,1.09861228866811,1.09861228866811,0.0115448,0.579545454545455,1.94591014905531,0.807692307692308,-9.97625532745455,0.583333333333333,0.666666666666667,0,2.69848075008606,1.38629436111989,0.147727272727273,1.79175963589471,0.744315942193614,0.333333333333333,0,0.538996500732687
